Patronyme,patronyme_prepare,domaine d'activité,image,langue maternelle,lieu de mort,lieu de naissance,occupation,pays de nationalité,sexe ou genre,date de naissance,date de mort
EUGENE BREMOND,EUGENE BREMOND,,,,,,,,,,
SEXTIUS (APPL),SEXTIUS (APPL),,,,,,,,,,
MATERN. APPLICATION GRASSI,MATERN. APPLICATION GRASSI,,,,,,,,,,
SAINTE CATHERINE DE SIENNE,Catherine de Sienne,,"Santa Catalina de Siena, Pedro de Villegas Marmolejo.jpg",italien médiéval,Rome,Sienne,religieuse catholique,,féminin,1347-03-25T00:00:00Z,1380-04-29T00:00:00Z
DU RONZEY,DU RONZEY,,,,,,,,,,
BEAUVALLE (LA),BEAUVALLE (LA),,,,,,,,,,
GIONO-SCHWEITZER,GIONOSCHWEITZER,,,,,,,,,,
POUNCHE (LA),POUNCHE (LA),,,,,,,,,,
TERREAUX,TERREAUX,,,,,,,,,,
CYPRIEN PILLIOL,Cyprien Pilliol,,,,,,,,masculin,,
BERSOT,BERSOT,,,,,,,,,,
SAMBUC,Camille Sambuc,,,,,,botaniste,France,masculin,1859-01-01T00:00:00Z,
PETIT PRINCE (LE),PETIT PRINCE (LE),,,,,,,,,,
GRANVELLE,GRANVELLE,,,,,,,,,,
GAGERON,GAGERON,,,,,,,,,,
MONTMAJOUR,MONTMAJOUR,,,,,,,,,,
CHAMPAGNE,Philippe de Champaigne,peinture,Philippe de Champaigne.jpg,,Paris,Bruxelles,artiste peintre,royaume de France,masculin,1602-05-26T00:00:00Z,1674-08-12T00:00:00Z
PIN VERT,PIN VERT,,,,,,,,,,
GRETTE,GRETTE,,,,,,,,,,
CHARLES FOURIER,Charles Fourier,fouriérisme,Françoise Foliot - Jean Gigoux - Portrait de Charles Fourrier (cropped) (1).jpg,,Paris,Besançon,économiste,France,masculin,1772-04-07T00:00:00Z,1837-10-10T00:00:00Z
ARTOIS,Jacques d'Arthois,,Jacques van Arthois by Jan Meyssens.jpg,,Bruxelles,Bruxelles,artiste peintre,Pays-Bas méridionaux,masculin,1613-01-01T00:00:00Z,1686-05-01T00:00:00Z
AUREILLE,AUREILLE,,,,,,,,,,
VIRGINIE DEDIEU,Virginie Dedieu,,Open Make Up For Ever 2013 - Virginie Dedieu and Raoul - 01 (cropped).jpg,,,Aix-en-Provence,décorateur ou décoratrice d'intérieur,France,féminin,1979-02-25T00:00:00Z,
TRISTAN BERNARD,Tristan Bernard,,Tristan Bernard 1929.jpg,français,7e arrondissement de Paris,Besançon,journaliste,France,masculin,1866-09-07T00:00:00Z,1947-12-07T00:00:00Z
FANART,FANART,,,,,,,,,,
SIMONE THOULOUZE,SIMONE THOULOUZE,,,,,,,,,,
IGOR MITORAJ,Igor Mitoraj,sculpture,Igor Mitoraj (15434967636).jpg,,10ᵉ arrondissement de Paris,Oederan,sculpteur ou sculptrice,Pologne,masculin,1944-03-26T00:00:00Z,2014-10-06T00:00:00Z
PIERRE CORNILLE,PIERRE CORNILLE,,,,,,,,,,
MAZET (LE),MAZET (LE),,,,,,,,,,
LA BARQUE,LA BARQUE,,,,,,,,,,
GREASQUE (DE),GREASQUE (DE),,,,,,,,,,
GASTON DUBIEZ,GASTON DUBIEZ,,,,,,,,,,
CLOS DE LA ROCHE,CLOS DE LA ROCHE,,,,,,,,,,
GOUIN 2,GOUIN 2,,,,,,,,,,
PIERRE ARMANET,PIERRE ARMANET,,,,,,,,,,
GARDE (LA),GARDE (LA),,,,,,,,,,
LOUIS VIGNOL,LOUIS VIGNOL,,,,,,,,,,
MARIA FABRY,MARIA FABRY,,,,,,,,,,
ZAC DE SIBOURG,ZAC DE SIBOURG,,,,,,,,,,
FRANCOIS BESSOU,FRANCOIS BESSOU,,,,,,,,,,
PALETTE (LA),PALETTE (LA),,,,,,,,,,
FREDERIC MISTRAL (BILINGUE  OC,FREDERIC MISTRAL (BILINGUE  OC,,,,,,,,,,
GUYNEMER 2,GUYNEMER 2,,,,,,,,,,
ALDERIC CHAVE,ALDERIC CHAVE,,,,,,,,,,
FONTINELLES  (LES),FONTINELLES  (LES),,,,,,,,,,
CARESTIER (LE),CARESTIER (LE),,,,,,,,,,
EDOUARD VAILLANT(APPL),EDOUARD VAILLANT(APPL),,,,,,,,,,
GRAND SAINT GINIEZ,GRAND SAINT GINIEZ,,,,,,,,,,
MAZARGUES VACCARO,MAZARGUES VACCARO,,,,,,,,,,
SAINT THYS,SAINT THYS,,,,,,,,,,
MAURELLE BOMBARDIERE,MAURELLE BOMBARDIERE,,,,,,,,,,
LIERRES (LES),LIERRES (LES),,,,,,,,,,
VISTE BOUSQUET (LA),VISTE BOUSQUET (LA),,,,,,,,,,
SAINT LOUIS LE ROVE,SAINT LOUIS LE ROVE,,,,,,,,,,
VALLON DES TUVES,VALLON DES TUVES,,,,,,,,,,
HOTEL DES POSTES,HOTEL DES POSTES,,,,,,,,,,
MAURICE KORSEC,Maurice Korzec,,,,Lyon,Herserange,tailleur ou tailleuse,France,masculin,1924-04-09T00:00:00Z,1943-09-13T00:00:00Z
CHAVE,CHAVE,,,,,,,,,,
COURS JULIEN,COURS JULIEN,,,,,,,,,,
BAUME (LA),BAUME (LA),,,,,,,,,,
POMME HECKEL,POMME HECKEL,,,,,,,,,,
FOURRAGERE (LA),FOURRAGERE (LA),,,,,,,,,,
HAMASKAINE,HAMASKAINE,,,,,,,,,,
BATARELLE (LA),BATARELLE (LA),,,,,,,,,,
BERNABO,BERNABO,,,,,,,,,,
SAINT HENR RABELAIS 2,SAINT HENR RABELAIS 2,,,,,,,,,,
BRETEUIL,BRETEUIL,,,,,,,,,,
CALANQUES DE SORMIOU,CALANQUES DE SORMIOU,,,,,,,,,,
SAINT JUST COROT,SAINT JUST COROT,,,,,,,,,,
SAINT JEROME VILLAGE,SAINT JEROME VILLAGE,,,,,,,,,,
ROSE FRAIS VALLON SUD,ROSE FRAIS VALLON SUD,,,,,,,,,,
BALUSTRES (LES),BALUSTRES (LES),,,,,,,,,,
CANET BARBES,CANET BARBES,,,,,,,,,,
HENRI MARGALHAN,Henri Margalhan,,,,Marseille,Marseille,prêtre catholique,France,masculin,1799-01-15T00:00:00Z,1883-01-28T00:00:00Z
SAINT ANDRE BOISSEAU,SAINT ANDRE BOISSEAU,,,,,,,,,,
STRASBOURG,STRASBOURG,,,,,,,,,,
OLIVIER GILLIBERT,OLIVIER GILLIBERT,,,,,,,,,,
DELPHES,DELPHES,,,,,,,,,,
LA CHARMILLE,LA CHARMILLE,,,,,,,,,,
PASTRE GRANDE BASTIDE,PASTRE GRANDE BASTIDE,,,,,,,,,,
CITE MICHELIS 1,CITE MICHELIS 1,,,,,,,,,,
SAINT JEROME PLACE,SAINT JEROME PLACE,,,,,,,,,,
VITRE,VITRE,,,,,,,,,,
SAINT BARTHELEMY SNCF,SAINT BARTHELEMY SNCF,,,,,,,,,,
ARENC BACHAS EXTERIEUR,ARENC BACHAS EXTERIEUR,,,,,,,,,,
FRIEDLAND,FRIEDLAND,,,,,,,,,,
FREDERIC OZANAM,Frédéric Ozanam,,Frédéric Ozanam 2.jpg,,Marseille,Milan,critique littéraire,France,masculin,1813-04-23T00:00:00Z,1853-09-08T00:00:00Z
NOTRE DAME DE LA PAIX,NOTRE DAME DE LA PAIX,,,,,,,,,,
POINTE ROUGE 2,POINTE ROUGE 2,,,,,,,,,,
ARCHELANGE,ARCHELANGE,,,,,,,,,,
ALLEE DES PINS LE CABOT,ALLEE DES PINS LE CABOT,,,,,,,,,,
ANDRE LEO,André Léo,littérature,Andreleo.jpg,français,Saint-Maurice,Lusignan,écrivain ou écrivaine,France,féminin,1824-08-18T00:00:00Z,1900-05-20T00:00:00Z
ARINTHOD ELEMENTAIRE,ARINTHOD,,,,,,,,,,
BUZINE,BUZINE,,,,,,,,,,
BALANOD,BALANOD,,,,,,,,,,
ROSE VAL PLAN,ROSE VAL PLAN,,,,,,,,,,
CANTO PERDRIX 2,CANTO PERDRIX 2,,,,,,,,,,
LUCIEN TOULMOND,LUCIEN TOULMOND,,,,,,,,,,
POUZIOUX,POUZIOUX,,,,,,,,,,
CANTO PERDRIX 1,CANTO PERDRIX 1,,,,,,,,,,
ROCKEFELLER,John Davison Rockefeller,,John-D-Rockefeller-sen.jpg,anglais,Ormond Beach,Richford,entrepreneur ou entrepreneuse,États-Unis,masculin,1839-07-08T00:00:00Z,1937-05-23T00:00:00Z
VERGER SUR DIVE,VERGER SUR DIVE,,,,,,,,,,
CLAUDE BERTAUD,Claude Bertaud,,Claude Bertaud.jpg,français,,,personnalité politique,France,masculin,1945-11-01T00:00:00Z,
NOTRE DAME DES NEIGES,NOTRE DAME DES NEIGES,,,,,,,,,,
L'ETOILE MAT,L'ETOILE MAT,,,,,,,,,,
LONS  JACQUES PREVERT MAT,LONS  JACQUES PREVERT MAT,,,,,,,,,,
LA SAGESSE,LA SAGESSE,,,,,,,,,,
LOUISE D'AUBERY,LOUISE D'AUBERY,,,,,,,,,,
BELLEFOIS,BELLEFOIS,,,,,,,,,,
DES ILES,DES ILES,,,,,,,,,,
LAURENT MONNIER,LAURENT MONNIER,,,,,,,,,,
PAUL BLET,PAUL BLET,,,,,,,,,,
ST-ANATOILE,STANATOILE,,,,,,,,,,
UNION CHRETIENNE,UNION CHRETIENNE,,,,,,,,,,
LE GRAND BOIS,LE GRAND BOIS,,,,,,,,,,
ROBERT DOMINEAU,ROBERT DOMINEAU,,,,,,,,,,
FREDERIC BOLLE,Frédéric Bolley,,,,,Marseille,pilote de course motocycliste,France,masculin,1974-02-17T00:00:00Z,
MIXTE NOTRE-DAME,MIXTE NOTREDAME,,,,,,,,,,
MARCEL JOLLIET,MARCEL JOLLIET,,,,,,,,,,
BESSONCOURT,BESSONCOURT,,,,,,,,,,
ANDRE BROUILLET,ANDRE BROUILLET,,,,,,,,,,
CHATENOIS LES FORGES,CHATENOIS LES FORGES,,,,,,,,,,
LA BELLE INDIENNE,LA BELLE INDIENNE,,,,,,,,,,
CHAVANNES LES GRANDS,CHAVANNES LES GRANDS,,,,,,,,,,
DU GRAND SAULE,DU GRAND SAULE,,,,,,,,,,
NOTRE-DAME AUXILIATRICE,NOTREDAME AUXILIATRICE,,,,,,,,,,
GROUPE SCOLAIRE BONNET LAFFONT,BONNET LAFFONT,,,,,,,,,,
DORANS,DORANS,,,,,,,,,,
ETUEFFONT,ETUEFFONT,,,,,,,,,,
LA CHAUME-LA SALLE,LA CHAUMELA SALLE,,,,,,,,,,
DOCTEUR BENOIT,DOCTEUR BENOIT,,,,,,,,,,
PHAFFANS,PHAFFANS,,,,,,,,,,
SAINT GERMAIN LE CHATELET,SAINT GERMAIN LE CHATELET,,,,,,,,,,
VELLESCOT,VELLESCOT,,,,,,,,,,
VILLARS LE SEC,VILLARS LE SEC,,,,,,,,,,
ANNE LAMBLIN-PARISOT,ANNE LAMBLINPARISOT,,,,,,,,,,
CHAMROUSSE,CHAMROUSSE,,,,,,,,,,
LE PRIOU,LE PRIOU,,,,,,,,,,
BLANCHE ROCHAS,BLANCHE ROCHAS,,,,,,,,,,
GROUPE SCOLAIRE DE FURES,DE FURES,,,,,,,,,,
CHANTEGRENOUILLE,CHANTEGRENOUILLE,,,,,,,,,,
LES 2 ALPES,LES 2 ALPES,,,,,,,,,,
L'ISLE,L'ISLE,,,,,,,,,,
COTEAU STE HELENE,COTEAU STE HELENE,,,,,,,,,,
LES CELESTES,LES CELESTES,,,,,,,,,,
LE FATON,LE FATON,,,,,,,,,,
JEAN ACHARD,JEAN ACHARD,,,,,,,,,,
AIGUEBELLE,AIGUEBELLE,,,,,,,,,,
LONGEFOY,LONGEFOY,,,,,,,,,,
LA LIBERTE,LA LIBERTE,,,,,,,,,,
BONCELIN,BONCELIN,,,,,,,,,,
PARGOUD,PARGOUD,,,,,,,,,,
LA CONCORDE,LA CONCORDE,,,,,,,,,,
MONT TOURNIER,MONT TOURNIER,,,,,,,,,,
LA TOUSSUIRE,LA TOUSSUIRE,,,,,,,,,,
ST JEAN-LA MOTTE SX,ST JEANLA MOTTE SX,,,,,,,,,,
CHAMPETEL,CHAMPETEL,,,,,,,,,,
PRE HIBOU,PRE HIBOU,,,,,,,,,,
LA FEJAZ,LA FEJAZ,,,,,,,,,,
ANDRE-DEGLISE-FAVRE,ANDREDEGLISEFAVRE,,,,,,,,,,
DARANTASIA,DARANTASIA,,,,,,,,,,
NOTRE DAME DE NOVALAISE,NOTRE DAME DE NOVALAISE,,,,,,,,,,
DE CRINCAILLE,DE CRINCAILLE,,,,,,,,,,
ND LA SALETTE,ND LA SALETTE,,,,,,,,,,
LA PALLAZ,LA PALLAZ,,,,,,,,,,
LES COULEURS DU GUIERS,LES COULEURS DU GUIERS,,,,,,,,,,
123 SOLEIL,123 SOLEIL,,,,,,,,,,
MOULIERES (LES),MOULIERES (LES),,,,,,,,,,
TOUR (LA),TOUR (LA),,,,,,,,,,
PARC ROUX DE BRIGNOLES,PARC ROUX DE BRIGNOLES,,,,,,,,,,
PLAN DE CLAVEL,PLAN DE CLAVEL,,,,,,,,,,
LUCIA TICHADOU,Lucia Tichadou,,,,Marseille,Éclaron-Braucourt-Sainte-Livière,personnalité politique,France,féminin,1885-06-14T00:00:00Z,1961-12-12T00:00:00Z
PONT DE L'ETOILE,PONT DE L'ETOILE,,,,,,,,,,
ROUSSET,ROUSSET,,,,,,,,,,
SAINT ETIENNE DU GRES,SAINT ETIENNE DU GRES,,,,,,,,,,
PAUL CAILLAT,Paul Caillat,,,français,Meknès,Gap,personnalité politique,France,masculin,1874-10-02T00:00:00Z,1947-04-21T00:00:00Z
MEZOARGUES,MEZOARGUES,,,,,,,,,,
PAS-DES-LANCIERS,PASDESLANCIERS,,,,,,,,,,
CANOURGUES,CANOURGUES,,,,,,,,,,
DOCTEUR FRANCOIS BLANC,DOCTEUR FRANCOIS BLANC,,,,,,,,,,
JEAN MOULIN 1,Jean Moulin,,,,Nesselwang,Luxembourg,sportif ou sportive,Luxembourg,masculin,1905-03-15T00:00:00Z,1988-10-02T00:00:00Z
EDOUARD LABEILLE,EDOUARD LABEILLE,,,,,,,,,,
CABASSOLS (DES),CABASSOLS (DES),,,,,,,,,,
LA CREMADE,LA CREMADE,,,,,,,,,,
MARTINE MORIN,MARTINE MORIN,,,,,,,,,,
PRAIRIAL,PRAIRIAL,,,,,,,,,,
BRIANCON MI-CHAUSSEE,BRIANCON MICHAUSSEE,,,,,,,,,,
BRIANCON LES ARTAILLAUDS,BRIANCON LES ARTAILLAUDS,,,,,,,,,,
EMBRUN CEZANNE,EMBRUN CEZANNE,,,,,,,,,,
EMBRUN LA FARANDOLE,EMBRUN LA FARANDOLE,,,,,,,,,,
EMBRUN LA SOLDANELLE,EMBRUN LA SOLDANELLE,,,,,,,,,,
GAP VERDUN,GAP VERDUN,,,,,,,,,,
GAP LA CALANDRETA,GAP LA CALANDRETA,,,,,,,,,,
GAP LA PEPINIERE,GAP LA PEPINIERE,,,,,,,,,,
GAP CHARANCE,GAP CHARANCE,,,,,,,,,,
GAP LES EYSSAGNIERES,GAP LES EYSSAGNIERES,,,,,,,,,,
PORTE-COLOMBE,PORTECOLOMBE,,,,,,,,,,
JARJAYES,JARJAYES,,,,,,,,,,
LA GRAVE,LA GRAVE,,,,,,,,,,
LA SAULCE,LA SAULCE,,,,,,,,,,
LE POET,LE POET,,,,,,,,,,
L'EPINE,L'EPINE,,,,,,,,,,
PUY ST VINCENT,PUY ST VINCENT,,,,,,,,,,
ST ANDRE EMBRUN,ST ANDRE EMBRUN,,,,,,,,,,
ST CREPIN,ST CREPIN,,,,,,,,,,
ST JULIEN EN CHAMPSAUR,ST JULIEN EN CHAMPSAUR,,,,,,,,,,
ST LAURENT DU CROS,ST LAURENT DU CROS,,,,,,,,,,
ST MICHEL DE CHAILLOL,ST MICHEL DE CHAILLOL,,,,,,,,,,
SERRES,SERRES,,,,,,,,,,
SIGOYER,SIGOYER,,,,,,,,,,
VILLAR D ARENE,VILLAR D ARENE,,,,,,,,,,
ANDRE DE RICHAUD,André de Richaud,,,,Montpellier,Perpignan,poète ou poétesse,France,masculin,1907-04-06T00:00:00Z,1968-09-29T00:00:00Z
LE FARIGOULET,LE FARIGOULET,,,,,,,,,,
STUART MILL,STUART MILL,,,,,,,,,,
LASALLE-CHARLES PEGUY,LASALLECHARLES PEGUY,,,,,,,,,,
SAINT RUF,Ruf d'Avignon,,Sv. Rufus z Capui (cropped).jpg,,Avignon,,épiscope,,masculin,0400-01-01T00:00:00Z,0301-01-01T00:00:00Z
LES GRANDS FERRAGES,LES GRANDS FERRAGES,,,,,,,,,,
BRIAND ARISTIDE,Aristide Briand,personnalité politique,Aristide Briand 2.jpg,,Paris,Nantes,personnalité politique,France,masculin,1862-03-28T00:00:00Z,1932-03-07T00:00:00Z
GASTON JEANNOT,GASTON JEANNOT,,,,,,,,,,
DE LA FONTENOTTE,DE LA FONTENOTTE,,,,,,,,,,
BOULLOCHE ANDRE,André Boulloche,,André Boulloche polytechnicien.jpg,,Malsburg-Marzell,7e arrondissement de Paris,personnalité politique,France,masculin,1915-09-07T00:00:00Z,1978-03-16T00:00:00Z
BOIS SOLEIL,BOIS SOLEIL,,,,,,,,,,
INTERCOMMUNALE TRIO'MINOTS,INTERCOMMUNALE TRIO'MINOTS,,,,,,,,,,
PAREUSES,PAREUSES,,,,,,,,,,
DES PETITS DAMAS,DES PETITS DAMAS,,,,,,,,,,
YVONNE GISCLARD CAU MAQUENS,YVONNE GISCLARD CAU MAQUENS,,,,,,,,,,
L IMMACULEE,L IMMACULEE,,,,,,,,,,
LA CALANDRETA CIUTAT,LA CALANDRETA CIUTAT,,,,,,,,,,
MARCELLIN BERTHELOT,Marcellin Berthelot,chimie physique,Marcellin Berthelot.jpg,,Paris,ancien 7e arrondissement de Paris,chimiste,France,masculin,1827-10-25T00:00:00Z,1907-03-18T00:00:00Z
DES CAPITELLES,DES CAPITELLES,,,,,,,,,,
ESCOUTO CAN PLAOU,ESCOUTO CAN PLAOU,,,,,,,,,,
INSTITUTION SEVIGNE,Marquise de Sévigné,,Marquise de sevignee.jpg,français,Grignan,Paris,épistolier ou épistolière,France,féminin,1626-02-05T00:00:00Z,1696-04-17T00:00:00Z
MONTMORENCY,MONTMORENCY,,,,,,,,,,
HENRI HUON,HENRI HUON,,,,,,,,,,
LOUIS BOURNIQUEL,LOUIS BOURNIQUEL,,,,,,,,,,
ANDRE PIC,ANDRE PIC,,,,,,,,,,
RAYMOND COURRIERE,Raymond Courrière,,Raymond Courrière.jpg,français,Cuxac-Cabardès,Cuxac-Cabardès,personnalité politique,France,masculin,1932-08-23T00:00:00Z,2006-08-11T00:00:00Z
LES FLORALIES,LES FLORALIES,,,,,,,,,,
NOTRE DAME DES GARDIANS,NOTRE DAME DES GARDIANS,,,,,,,,,,
CHANTILLY,CHANTILLY,,,,,,,,,,
NADINE WORMS,Nadine Worms,,,,,,,,féminin,,
ROCHEBELLE,ROCHEBELLE,,,,,,,,,,
LE CLOS DES OLIVIERS,LE CLOS DES OLIVIERS,,,,,,,,,,
DENISE PAUX,Denise Paux,,,,,,,,féminin,,
ALBERT ANDRE LEON BAILLY,ALBERT ANDRE LEON BAILLY,,,,,,,,,,
CLAIRJOIE,CLAIRJOIE,,,,,,,,,,
CHAMP DU COMTE,CHAMP DU COMTE,,,,,,,,,,
DE L'ASSOMPTION,DE L'ASSOMPTION,,,,,,,,,,
ST FRANCOIS JACQUARD,ST FRANCOIS JACQUARD,,,,,,,,,,
THAIRY,THAIRY,,,,,,,,,,
ADELIN MALGRAND,ADELIN MALGRAND,,,,,,,,,,
JULES COISSARD,JULES COISSARD,,,,,,,,,,
TALLOIRES,TALLOIRES,,,,,,,,,,
DE LA VACHERIE,DE LA VACHERIE,,,,,,,,,,
VONGY,VONGY,,,,,,,,,,
LAREQUILLE,LAREQUILLE,,,,,,,,,,
CHAMP DE FOIRE,CHAMP DE FOIRE,,,,,,,,,,
EUGENE BANNIER,EUGENE BANNIER,,,,,,,,,,
LE  PEAGE,LE  PEAGE,,,,,,,,,,
VENDES,VENDES,,,,,,,,,,
COLTINES,COLTINES,,,,,,,,,,
MARMONT,Auguste Frédéric Viesse de Marmont,,Marmont.jpg,français,Venise,Châtillon-sur-Seine,personnalité politique,France,masculin,1774-07-20T00:00:00Z,1852-03-22T00:00:00Z
LA FONTAINE AUX ENFANTS,LA FONTAINE AUX ENFANTS,,,,,,,,,,
FRANCIS CARCO,Francis Carco,,Francis Carco Meurisse c 1923.jpg,français,4e arrondissement de Paris,Nouméa,poète ou poétesse,France,masculin,1886-07-03T00:00:00Z,1958-05-26T00:00:00Z
DOCTEUR DERRIEN,DOCTEUR DERRIEN,,,,,,,,,,
RENE LECOTTIER,RENE LECOTTIER,,,,,,,,,,
LA PERRIERE,LA PERRIERE,,,,,,,,,,
PIERRE GRINGOIRE,Pierre Gringore,French drama,Pierre Gringore travesti en Mère Sotte.png,,duché de Lorraine,Thury-Harcourt,dramaturge,royaume de France,masculin,1475-01-01T00:00:00Z,1539-01-01T00:00:00Z
CAMILLE BLAISOT,Camille Blaisot,,Camille Blaisot 1931.jpg,,camp de concentration de Dachau,Valognes,personnalité politique,France,masculin,1881-01-19T00:00:00Z,1945-01-24T00:00:00Z
GROUPE SCOLAIRE CLAUDE MONET,Claude Monet,peinture,Claude Monet 1899 Nadar crop.jpg,,Giverny,Paris,artiste peintre,France,masculin,1840-11-14T00:00:00Z,1926-12-05T00:00:00Z
VINCENT AURIOL,Vincent Auriol,,VincentAuriol (cropped).png,,Paris,Revel,personnalité politique,France,masculin,1884-08-27T00:00:00Z,1966-01-01T00:00:00Z
RUE DES ÉCOLES,RUE DES S,,,,,,,,,,
GROUPE SCOLAIRE SILAS,SILAS,,,,,,,,,,
PAUL HEROULT,Paul Héroult,génie chimique,PaulHeroult.jpg,,Antibes,Thury-Harcourt,chimiste,France,masculin,1863-04-10T00:00:00Z,1914-05-09T00:00:00Z
COURBENCON,COURBENCON,,,,,,,,,,
FRANCOIS GUIZOT,François Guizot,,François Pierre Guillaume Guizot.jpg,,abbaye du Val-Richer,Nîmes,personnalité politique,France,masculin,1787-10-04T00:00:00Z,1874-09-12T00:00:00Z
CAMILLE FLAMMARION,Camille Flammarion,astronomie,Camille Flammarion by Eugène Pirou.jpg,français,Juvisy-sur-Orge,Val-de-Meuse,astronome,France,masculin,1842-02-26T00:00:00Z,1925-06-03T00:00:00Z
DU VAL LAIZON,DU VAL LAIZON,,,,,,,,,,
LES CARROIS,LES CARROIS,,,,,,,,,,
JEAN TOMASI,Jean Tomasi,,Préfet Jean Tomasi 1954 - AD26.jpg,,Paris,Murat-sur-Vèbre,haut fonctionnaire ou haute fonctionnaire,France,masculin,1909-05-16T00:00:00Z,1982-05-04T00:00:00Z
GROUPE LUCIEN CINGAL,GROUPE LUCIEN CINGAL,,,,,,,,,,
DE LA FORÊT,DE LA FORÊT,,,,,,,,,,
ROCHES-FEUILLES,ROCHESFEUILLES,,,,,,,,,,
GROUPE INTERCOMMUNAL,GROUPE INTERCOMMUNAL,,,,,,,,,,
JEAN-PIERRE RECQ,JEANPIERRE RECQ,,,,,,,,,,
SAINT PIERRE LA VIEILLE,SAINT PIERRE LA VIEILLE,,,,,,,,,,
HENRI VINCENOT,Henri Vincenot,,,français,Dijon,Dijon,poète ou poétesse,France,masculin,1912-01-02T00:00:00Z,1985-11-21T00:00:00Z
VALENTIN,Valentin de Boulogne,peinture,"Valentin de boulogne, John and Jesus.jpg",,Rome,Coulommiers,artiste peintre,royaume de France,masculin,1591-01-03T00:00:00Z,1632-08-19T00:00:00Z
GROUPE SCOLAIRE ANDRE LEFEVRE,ANDRE LEFEVRE,,,,,,,,,,
YVONNE GUEGAN,Yvonne Guégan,,,,Hérouville-Saint-Clair,10ᵉ arrondissement de Paris,artiste peintre,France,féminin,1915-04-08T00:00:00Z,2005-03-14T00:00:00Z
LIEURY - SAINT PIERRE EN AUGE,LIEURY  SAINT PIERRE EN AUGE,,,,,,,,,,
INTERCOMMUNALE LES ORCHIDEES,INTERCOMMUNALE LES ORCHIDEES,,,,,,,,,,
DE LA TOUR AUX RAINES,DE LA TOUR AUX RAINES,,,,,,,,,,
MALRAUX-NEUVILLE,MALRAUXNEUVILLE,,,,,,,,,,
ALPHONSE COSME,ALPHONSE COSME,,,,,,,,,,
FONTAINE AUX JARDINS-EAU VIVE,FONTAINE AUX JARDINSEAU VIVE,,,,,,,,,,
BERNIERES SUR SEINE,BERNIERES SUR SEINE,,,,,,,,,,
LAURENT COURTEPEE,LAURENT COURTEPEE,,,,,,,,,,
CAHAIGNES,CAHAIGNES,,,,,,,,,,
CLEMENT CESAR HERVE,CLEMENT CESAR HERVE,,,,,,,,,,
ECARDENVILLE SUR EURE,ECARDENVILLE SUR EURE,,,,,,,,,,
GAMBETTA MAT,GAMBETTA MAT,,,,,,,,,,
GUILLAUMES,GUILLAUMES,,,,,,,,,,
ISOLA,ISOLA,,,,,,,,,,
MONNET,تشارلز مونيه,art érotique,1802 Toussaint Louverture reçoit une lettre de Napoléon.jpg,,Paris,Paris,artiste peintre,France,masculin,1732-01-10T00:00:00Z,1819-03-19T00:00:00Z
LA PENNE,LA PENNE,,,,,,,,,,
CHENES VERTS MAT (LES),CHENES VERTS MAT (LES),,,,,,,,,,
GROUPE SCOLAIRE MICHEL BALLAND,MICHEL BALLAND,,,,,,,,,,
ROURET MAT (LE),ROURET MAT (LE),,,,,,,,,,
MALAUSSENE,MALAUSSENE,,,,,,,,,,
SIMONE VEIL - BAUMETTES MAT,SIMONE VEIL  BAUMETTES MAT,,,,,,,,,,
MAGNOLIAS 2,MAGNOLIAS 2,,,,,,,,,,
PERS,PERS,,,,,,,,,,
AUBER MAT,AUBER MAT,,,,,,,,,,
TANAVELLE,TANAVELLE,,,,,,,,,,
CREMAT,CREMAT,,,,,,,,,,
MOULINS MAT,MOULINS MAT,,,,,,,,,,
LOUBARESSE,LOUBARESSE,,,,,,,,,,
ARSAC-EN-VELAY,ARSACENVELAY,,,,,,,,,,
PAPON,Nazmul Hasan Papon,,Nazmul Hassan Papon (2) (cropped).jpg,bengali,,,personnalité politique,Bangladesh,masculin,1961-05-31T00:00:00Z,
BOISSET,BOISSET,,,,,,,,,,
JOUSE GARIBALDI - PORT,JOUSE GARIBALDI  PORT,,,,,,,,,,
FELIX POUILLE,FELIX POUILLE,,,,,,,,,,
ECOLE DU DEVES,DU DEVES,,,,,,,,,,
CHAMPAGNAC-LE-VIEUX,CHAMPAGNACLEVIEUX,,,,,,,,,,
CHAVANIAC-LAFAYETTE,CHAVANIACLAFAYETTE,,,,,,,,,,
EUGENE GUITTARD,EUGENE GUITTARD,,,,,,,,,,
COSTAROS,COSTAROS,,,,,,,,,,
SAINT JOSEPH PARADIS,SAINT JOSEPH PARADIS,,,,,,,,,,
RPI FELINES SEMBADEL,RPI FELINES SEMBADEL,,,,,,,,,,
GROUPE SCOLAIRE DES CARMES,DES CARMES,,,,,,,,,,
LES FRAISSES,LES FRAISSES,,,,,,,,,,
DES HAUTES TERRES,DES HAUTES TERRES,,,,,,,,,,
MONLET,MONLET,,,,,,,,,,
POLIGNAC,POLIGNAC,,,,,,,,,,
GROUPE SCOLAIRE THEODORE MONOD,THEODORE MONOD,,,,,,,,,,
RIOTORD,RIOTORD,,,,,,,,,,
L'ECOLE DE LA TOUR,L' DE LA TOUR,,,,,,,,,,
SAINTE-FLORINE,SAINTEFLORINE,,,,,,,,,,
SAINTE-SIGOLENE,SAINTESIGOLENE,,,,,,,,,,
DES HUCHES,DES HUCHES,,,,,,,,,,
SAINT-MARTIN-DE-FUGERES,SAINTMARTINDEFUGERES,,,,,,,,,,
